species_id,common_name,scientific_name,biogeographic_region,habitat,ecoregion,primary_dosha,secondary_dosha,tertiary_dosha,short_description,guna_primary,guna_secondary,behavioral_profile,primary_element,secondary_element,embodied_traits,shadow_traits,planetary_ruler,archetype_short,nakshatra_association,primary_physiology_system,size_category,trophic_level,social_structure,locomotion,defensive_offense_behaviors,ecological_role,culturally_attested,cultural_sources,cultural_notes,confidence_score,evidence_basis,short_justification,vetting_notes
tardigrade,Tardigrade / Water Bear,Phylum Tardigrada,Global,"Moist microhabitats (moss, lichen, soil, freshwater, marine sediments)",Micro-ecologies across biomes,Kapha,Vata,unspecified,Microscopic animals capable of anhydrobiosis and extreme stress tolerance; some survived exposure to space vacuum in experiments.,Tamas,Sattva,Dormancy–activation switching; extreme tolerance; slow micro-movement when active.,Ether,Water,cryptobiotic resilience|micro-scale endurance|dormant continuity|stress tolerance|hidden ubiquity,overgeneralization|mythic exaggeration|data misinterpretation,Ketu,Indestructible seed,Ashwini,Cellular stress-response system,Microscopic,Omnivore (species-dependent; microfauna/plant cells),Solitary,Crawling,Cryptobiosis (tun state),Microfaunal grazer/predator in soil/moss food webs; resilience model organism,No,Current Biology (2008) space exposure study; astrobiology literature,Primarily scientific-pop culture; avoid treating memes as tradition.,0.76,SYNTHESIS,Kapha reflects persistence and structural endurance; Vata secondary reflects state-switching and subtle motion. Ether–Water expresses liminal micro-scale existence with moisture-dependence and vacuum tolerance when desiccated.,Extreme-survival claims depend on conditions and species; avoid 'invincible' framing and attach experiment qualifiers in the KG.
beluga_whale,Beluga Whale,Delphinapterus leucas,Arctic and subarctic,"Coastal Arctic seas, estuaries, river mouths; seasonal migrations",Polar coastal marine ecosystems,Kapha,Vata,unspecified,Highly vocal Arctic odontocete known for social behavior and use of coastal/estuarine habitats.,Sattva,Rajas,Social pods with rich acoustic communication; seasonal movement; curious interactions with environment.,Water,Air,acoustic richness|social bonding|coastal adaptability|curiosity|ice resilience,noise vulnerability|pollution sensitivity|entanglement risk,Mercury,White voice-bearer,Revati,Nervous/sensory system,Large,Carnivore (fish/invertebrates),Pods; seasonal aggregations,Swimming and diving,Group cohesion; avoidance; ice navigation,Mid-level predator; nutrient cycling; cultural/food species in some regions,Yes,IUCN Red List (Delphinapterus leucas); Arctic Indigenous knowledge (community-specific),Beluga is culturally important in several Arctic coastal communities; consult locally for accurate representation.,0.77,SYNTHESIS,Kapha reflects stable social cohesion and cold-water endurance; Vata secondary reflects migration and complex vocal variability. Water–Air expresses aquatic life mediated through sound and movement.,Beluga subpopulations differ greatly in status and threats; avoid global generalization when the KG supports subpopulation nodes.
box_jellyfish,Box Jellyfish (Australian box jellyfish),Chironex fleckeri,Australasian + Indo-Pacific (coastal tropics),Coastal tropical waters; nearshore,Tropical coastal marine ecosystems,Pitta,Vata,unspecified,Venomous cubozoan with potent rapid-acting venom and complex sensory organs; active predator of fish and crustaceans.,Rajas,Tamas,Fast-acting predation and defense via nematocysts; seasonal presence; reactive movement toward prey stimuli.,Fire,Water,toxic potency|sensory targeting|rapid action|transparent stealth|boundary danger,fatal harm|fear amplification|ecosystem mislabeling,Mars,Invisible sting,Mrigashira,Venom/defense system,Medium,Carnivore,Solitary,Swimming (pulsation),Nematocyst discharge; rapid envenomation,Predator in coastal food webs; influences human coastal risk management,Yes,PLOS ONE venom proteome study (2012); marine biology literature; coastal warning traditions (not necessarily indigenous),Caution narratives are common; do not equate public-safety messaging with oral tradition without evidence.,0.76,SYNTHESIS,Pitta derives from extreme 'hot/sharp' venom potency and lethal transformation; Vata secondary reflects rapid reactive movement and sensory orientation. Fire–Water captures toxin 'lightning' in an aquatic medium.,Many box jellyfish species exist; do not universalize Chironex traits to all cubozoans.
pacific_salmon,Salmon (anadromous Pacific salmon),Oncorhynchus spp.,Nearctic + Palearctic North Pacific rim,Ocean for growth; freshwater rivers/streams for spawning,North Pacific marine and temperate/boreal freshwater systems,Pitta,Kapha,Vata,Anadromous fish transporting marine-derived nutrients to rivers and riparian ecosystems during spawning runs.,Rajas,Sattva,Long-distance migration driven by homing; intense reproductive effort culminating in nutrient pulse to ecosystems.,Water,Fire,homeward devotion|nutrient generosity|life-cycle transformation|endurance migration|ecosystem gifting,collapse vulnerability|overharvest pressure|barrier fragility,Sun,Returning sacrifice,Uttara Ashadha,Reproductive and metabolic systems,Medium,Omnivore/Carnivore (species-dependent),Runs/schools during migration,Swimming upstream; long-distance migration,Schooling; upstream endurance,Keystone nutrient vector linking ocean to forests and freshwater food webs,Yes,Ecosystem studies on marine-derived nutrients (Helfield & Naiman etc.); Indigenous salmon cultures (community-specific),Salmon is culturally foundational for many Pacific Rim peoples; consult community sources before encoding sacred/protocol relations.,0.8,SYNTHESIS,"Pitta reflects the intense, transformative 'burn' of spawning migration; Kapha reflects nutrient mass transfer and embodied substance; Vata captures migration and flow. Water–Fire expresses life in water driven by transformative effort.","Species and region matter greatly (e.g., Chinook vs sockeye; Pacific vs Atlantic); split nodes by species where possible."
american_beaver,American Beaver,Castor canadensis,Nearctic (introduced in some regions),Rivers; streams; ponds; builds dams and lodges,Temperate/boreal freshwater ecosystems,Kapha,Pitta,unspecified,"Rodent ecosystem engineer that builds dams altering hydrology, habitat complexity, and nutrient retention.",Sattva,Rajas,Persistent construction behavior; family-based cooperation; strong site modification and long-term maintenance.,Earth,Water,builder intelligence|hydrologic shaping|family cooperation|resource storage|patient persistence,flood conflict|overengineering|invasive impacts where introduced,Saturn,Waterscape engineer,Anuradha,Musculoskeletal system,Medium,Herbivore,Family groups/colonies,Swimming and walking,Dam building; lodge refuge; defensive biting/tail slap,"Keystone ecosystem engineer creating wetlands, increasing biodiversity and water storage",Yes,IUCN Red List (Castor canadensis); regional Indigenous and settler folklore (varies),Beaver symbolism is strong in parts of North America and Europe; encode only with region/culture tags.,0.82,SYNTHESIS,Kapha is inferred from constructive stability and sustained building; Pitta secondary reflects incisive cutting and decisive landscape alteration. Earth–Water encodes dam-mediated soil/water transformation.,"In introduced ranges (e.g., Tierra del Fuego), ecological role shifts to invasive impact; encode region-specific ecological_role to avoid contradictions."
termite_individual,Termite (individual),"Infraorder Isoptera (various families; e.g., Termitidae)",Global (highest diversity in tropics),Soil; wood; leaf litter; nests in ground/wood,Tropical and temperate terrestrial ecosystems,Kapha,Vata,unspecified,Social insects feeding on cellulose with symbiotic digestion; individuals are specialized castes within a superorganism.,Tamas,Rajas,Caste-based task specialization; pheromone-guided movement; relies on collective regulation for survival.,Earth,Water,symbiotic digestion|caste duty|collective dependence|quiet persistence|soil integration,loss of autonomy|blind obedience|invasive damage (in some species),Saturn,Caste worker,Pushya,Digestive/symbiosis system,Small,Detritivore (cellulose),Eusocial colony,Crawling,Soldier castes; chemical defenses; retreat into tunnels,Decomposer and soil engineer; nutrient cycling,No,Termite ecology literature; IUCN not typically assessed at infraorder level,No primary cultural tradition identified at taxon-wide level.,0.7,INFERRED:BIOLOGY,"Kapha reflects steady, soil-bound persistence and symbiotic digestion; Vata secondary reflects pheromone-driven movement and rapid recruitment. Earth–Water encodes soil embedding and moisture reliance.","Termites are extremely diverse; colony traits depend on genus (e.g., Macrotermes vs Reticulitermes)."
termite_colony_collective,Termite Colony/Mound (collective form),Macrotermes spp. (often used as mound exemplar; termites broadly),Tropical and subtropical regions (mound builders common in Africa/Asia/Australia),Constructed mounds with internal tunnel networks,Savannas; woodlands; and tropical ecosystems,Kapha,Vata,Pitta,"Superorganism architecture regulating gas exchange, temperature and humidity through mound-scale ventilation dynamics.",Sattva,Tamas,Emergent regulation via simple rules; mound behaves as a 'lung' interacting with wind and temperature cycles.,Earth,Air,collective architecture|climate regulation|wind-lung function|system feedback|fungus-farm symbiosis,rigid hierarchy|collapse under disruption|human pest framing bias,Saturn,Living cathedral,Uttara Bhadrapada,Collective homeostasis system (thermoregulation/ventilation),Collective,Detritivore (colony),Eusocial superorganism with castes,Mass recruitment in tunnels and foraging trails,Colony defense via soldiers; sealed tunnels; chemical defense,"Soil formation, nutrient cycling, habitat creation; microclimate engineering",No,Turner and related termite mound ventilation literature; biomimicry studies,Mounds inspire biomimicry in architecture; this is modern technological culture rather than indigenous oral tradition unless specifically sourced.,0.76,SYNTHESIS,Kapha dominates through stable architecture and long-term homeostasis; Vata captures airflow and ventilation; Pitta adds metabolic heat and transformation of substrate to structure. Earth–Air encodes built soil architecture driven by wind.,Mound ventilation mechanisms vary among termite genera and climates; avoid universalizing one ventilation model.
mycorrhizal_fungi,Mycorrhizal Fungi (functional guild),Multiple taxa (e.g., Glomeromycota; ectomycorrhizal Basidiomycota/Ascomycota),Global,Soil/roots; symbiosis with plants,Soil ecosystems across biomes,Kapha,Vata,unspecified,Symbiotic fungi forming networks with plant roots that can mediate nutrient exchange and plant–plant connections (context-dependent).,Sattva,Tamas,Network-forming mutualists; slow but persistent growth; mediates resource flows and signaling within soils.,Earth,Ether,network connectivity|mutualistic exchange|hidden infrastructure|slow persistence|soil intelligence,over-romanticized 'wood wide web' claims|context dependence|appropriation risk,Jupiter,Hidden connector,Vishakha,Nutrient exchange system (symbiosis),Microscopic/Collective,Mutualist (biotroph/varies),Networked mycelium,Hyphal growth,Chemical interactions; mutualistic defense via plant partners,Soil nutrient cycling; plant establishment and resilience; ecosystem connectivity,No,Simard et al. 1997 (Nature) and related mycorrhizal network literature,Primarily scientific discourse; avoid treating metaphor ('wood wide web') as universal mechanism.,0.65,SYNTHESIS,"Kapha reflects stable, sustaining infrastructure; Vata secondary reflects network connectivity and subtle signaling/transfer. Earth–Ether encodes soil embodiment with nonlocal connection across space.","Not an animal; if the KG is strictly zoological, treat as a separate 'symbiont/infrastructure' class; claims about intention/communication are debated and context-specific."
prairie_dog,Prairie Dog (genus),Cynomys spp.,Nearctic (North American grasslands),Prairies; complex burrow towns,Temperate grasslands, savannas and shrublands,Vata,Kapha,unspecified,Social ground squirrels forming 'towns' with complex burrow systems and sophisticated alarm-call communication.,Rajas,Sattva,High vigilance and vocal communication; cooperative warning; communal burrow engineering.,Air,Earth,community vigilance|coded communication|burrow engineering|collective defense|grassland stewardship,panic cascades|disease vulnerability|human conflict,Mercury,Town sentinel,Jyeshtha,Nervous/sensory system,Small,Herbivore,Colonial 'towns' with coteries,Running and digging,Alarm calls; burrow retreat; group mobbing,Keystone prey and ecosystem engineer; influences plant communities and provides burrows for other species,unspecified,Peer-reviewed prairie dog communication studies (e.g., Slobodchikoff lab publications),unspecified,0.75,SYNTHESIS,"Vata is inferred from vigilance, rapid signaling, and quick movement; Kapha secondary from stable town-building and burrow persistence. Air–Earth captures voice/communication emerging from grounded architecture.","Claims about 'language' can be contentious; encode as 'information-rich alarm calls' with citations, and avoid anthropocentric overreach."
wolf_spider,Wolf Spider (family),Lycosidae,Global,"Ground layer in many habitats (forests, grasslands, deserts); some near water",Variable terrestrial ecosystems,Pitta,Vata,unspecified,Active hunting spiders (not web-dependent) with notable maternal care: females carry egg sacs and sometimes spiderlings.,Rajas,Sattva,Fast ground hunter with vigilant sensory tracking; strong maternal investment for egg carrying and offspring protection.,Fire,Earth,active pursuit|maternal protection|sensory tracking|ground mastery|precision strike,hyperaggression|fear projection|overprotectiveness,Mars,Ground hunt mother,Chitra,Reproductive and neuromuscular systems,Small,Carnivore,Solitary (maternal care period),Rapid running,Biting; threat postures; egg sac/spiderling carrying,Predator controlling insect populations; prey for higher trophic levels,No,Peer-reviewed literature on Lycosidae maternal care,No primary cultural tradition identified at family-wide scale.,0.77,INFERRED:BIOLOGY,Pitta arises from sharp predatory hunting and bite delivery; Vata secondary reflects rapid movement and skittish responsiveness. Fire–Earth pairs attack intensity with ground-level mastery.,Family-level aggregation includes wide behavioral variation; maternal-care generalization holds broadly but details vary by genus/species.
army_ant_individual,Army Ant (individual),Eciton burchellii,Neotropical (Central + South America),Tropical forests; nomadic bivouac life,Tropical moist broadleaf forests,Vata,Pitta,unspecified,Eusocial ant participating in nomadic swarm raids; individuals follow pheromone/traffic rules within collective structures.,Rajas,Tamas,Rule-following high-activity worker; rapid response to pheromone cues; low individual autonomy.,Air,Fire,rule-based motion|task specialization|collective obedience|burst foraging|resilience,loss of autonomy|overdrive|collateral predation,Mars,Raid worker,Dhanishta,Colony-integrated navigation system,Small,Carnivore (predatory),Eusocial colony,Crawling in trails,Biting/mandibles; mass recruitment,Predator pulses influencing forest floor communities,No,Entomology literature on Eciton behavior,No primary cultural tradition identified in this pass.,0.72,INFERRED:BIOLOGY,Vata dominates via rapid mobile trail dynamics; Pitta secondary via predatory aggression. Air–Fire captures motion-linked predation energy moving as a living current.,Many 'army ant' narratives are documentary-driven; avoid anthropomorphizing individual intent.
army_ant_collective,Army Ant Living Bridge/Collective (superorganism behavior),Eciton burchellii (collective structures),Neotropical,Dynamic trails; bivouacs; living bridges and scaffolds,Tropical moist broadleaf forests,Vata,Pitta,Kapha,Emergent self-assembled structures (living bridges/scaffolds) optimizing foraging flow by recruiting bodies as infrastructure.,Rajas,Sattva,Collective computation: bridge length/width adjusts to traffic and terrain; workers sequestered as structure to reduce travel costs.,Air,Earth,collective computation|adaptive infrastructure|flow optimization|self-sacrifice|distributed intelligence,overexploitation|fragility under disruption|ethical projection,Rahu,Living algorithm,Shatabhisha,Collective coordination system,Collective,Carnivore (collective predation),Eusocial superorganism,Mass trail flow; bridge migration,Overwhelm by numbers; adaptive structures,Mobile predation pulse; drives multi-species associations (ant-following birds) and nutrient redistribution,No,PNAS (2015) and related studies on living bridges and scaffolds,Primarily scientific framing; not a traditional cultural entity.,0.78,SYNTHESIS,Vata is primary through dynamic motion and reconfiguration; Pitta through hunting drive; Kapha through structure formation and stability as living architecture. Air–Earth encodes flow becoming infrastructure.,Keep bridge behavior node separate from species-level traits to avoid 'one behavior defines species' bias.
raven,Common Raven,Corvus corax,Holarctic (Northern Hemisphere),"Forests, mountains, coasts; highly adaptable including human landscapes",Boreal and temperate ecosystems,Vata,Pitta,unspecified,"Large corvid known for intelligence, problem-solving, play, and opportunistic omnivory; major figure in many Indigenous narratives.",Rajas,Sattva,"Curious, social-flexible, opportunistic; uses complex vocalizations; capable of innovation and long-term memory.",Air,Ether,clever adaptability|voice craft|trickster intelligence|unbound exploration|messenger role,mischief|manipulation|scavenger stigma,Mercury,Trickster messenger,Revati,Nervous/sensory system,Medium,Omnivore/Scavenger,Pairs; flexible flocks; complex social cognition,Flight and hopping,Vocal intimidation; mobbing; opportunistic theft,Scavenger and seed disperser; influences carrion cycles and predator-prey interactions,Yes,Boas (1916) Tsimshian mythology; Swanton (Haida texts and myths); regional ethnographies of Raven cycles,"Raven roles vary (creator, trickster, culture hero) across Northwest Coast nations; cultural protocols apply.",0.83,OBSERVED:TRADITIONAL,"Vata is inferred from mobility, vocal variability, and constant innovation; Pitta secondary from sharp opportunism and predatory/scavenging assertiveness. Air–Ether encodes flight plus the 'mythic messenger' liminality documented in Raven cycles.",Use community-specific framing and permissions; do not collapse distinct Raven traditions into a single archetype.
thunderbird,Thunderbird (mythic),unspecified (mythic entity),Indigenous North America (multiple regions),Sky/storm realm (mythic),unspecified,Pitta,Vata,unspecified,"Powerful storm-associated bird spirit appearing in multiple Indigenous traditions; meanings, names, and roles vary widely.",Rajas,Sattva,Storm-bringer; protector; or cosmological power; typically associated with thunder; lightning; and sky authority.,Fire,Air,storm authority|sky protection|lightning power|cosmic warning|renewal through upheaval,destruction|fear weaponization|appropriation risk,Rahu,Storm sovereign,Ardra,unspecified,Mythic,unspecified,unspecified,Flight (mythic),Lightning/thunder (mythic),Cultural ecosystem: storm personification; moral and cosmological regulator,Yes,Swanton (Haida texts and myths) and other BAE-era ethnographies; regional oral traditions (requires community sourcing),Thunderbird is not a single pan-Indigenous figure; treat as a meta-node requiring culture-specific subnodes and permissions.,0.45,OBSERVED:TRADITIONAL,Pitta–Vata mapping reflects storm heat and wind motion; Fire–Air reflects lightning and atmospheric force. Low confidence reflects high variance across traditions and the risk of flattening distinct beliefs into one KG node.,"High sensitivity: requires indigenous consultation, proper attribution, and controls against misuse or commercialization."
resplendent_quetzal,Resplendent Quetzal,Pharomachrus mocinno,Neotropical (Mesoamerica),Montane cloud forests; nests in tree cavities,Tropical montane cloud forests,Vata,Kapha,unspecified,Brilliantly colored cloud-forest bird with fruit-based diet and habitat specialization; culturally central in Mesoamerican symbolism.,Sattva,Rajas,Seasonal altitudinal movement tied to fruiting; cavity nesting; generally non-aggressive but territorial near nests.,Air,Water,beauty radiance|freedom motif|fruit-tree dependence|forest sanctity|quiet flight,habitat fragility|captivity stress narratives|symbol appropriation,Venus,Cloud-forest jewel,Purva Phalguni,Respiratory and digestive systems,Medium,Omnivore (mostly frugivore),Pairs during breeding,Forest flight (short distances); perching,Territorial defense near nest; avoidance,Seed disperser for laurel family and other fruits; indicator of intact cloud forest,Yes,IUCN Red List (Pharomachrus mocinno, 2023); Florentine Codex (Sahagún) for feather value; regional Mesoamerican traditions,Quetzal feathers were highly valued historically; modern national-symbol uses differ from pre-contact meanings.,0.78,SYNTHESIS,Vata is inferred from aerial lightness and seasonal movement; Kapha secondary reflects niche specialization and stable forest dependence. Air–Water captures cloud-forest embodiment and fruit-driven flow.,"Avoid absolutist claims (e.g., 'cannot live in captivity') without evidence; treat as 'difficult to maintain' and regionally variable."
white_buffalo,White Buffalo (rare phenomenon),Bison bison (rare white/leucistic morph; cultural form),Nearctic (rare sightings within bison range),Prairie grasslands and managed herds,Temperate grasslands,Kapha,unspecified,unspecified,Rare white-color morph of bison carrying strong spiritual significance in some Plains Indigenous traditions; not a separate taxon.,Sattva,Kapha,Biology similar to bison; cultural meaning centers on rarity and omen-like appearance rather than distinct behavior.,Earth,Ether,rarity|sacred sign|renewal promise|community focus|awe presence,appropriation|commercial exploitation|misinformation,Ketu,Sacred rarity,Magha,unspecified,Very Large,Herbivore,Herd,Walking and gallop,Herd defense; charging,Same as bison; node represents cultural-signifier overlay,Yes,"Black Elk via Joseph Epes Brown (The Sacred Pipe, 1953); Plains oral traditions (community-specific)",Significance is specific to certain nations and lineages; treat as sacred knowledge requiring protocol and permission for representation.,0.6,OBSERVED:TRADITIONAL,"Kapha reflects the underlying bison embodiment, while Ether marks the symbolic superlayer of rarity and omen-like meaning. Low confidence reflects the need for community-specific authority and the fact that this is not a biological species node.",High sensitivity: indigenous consultation needed; ensure governance policies prevent misuse or commodification; avoid equating 'white buffalo' with albinism without veterinary confirmation.
eastern_indigo_snake,Eastern Indigo Snake,Drymarchon couperi,Nearctic (Southeastern United States),"Pine flatwoods, sandhills, scrub; uses gopher tortoise burrows",Temperate conifer forests and coastal plain ecosystems,Pitta,Vata,unspecified,Large nonvenomous snake and active predator; conservation concern due to habitat fragmentation and road mortality.,Rajas,Sattva,Active forager; calm but assertive predator; uses burrows for shelter and temperature regulation.,Fire,Earth,cold-blooded focus|grounded stealth|burrow alliance|predatory fearlessness|quiet power,fear projection|persecution risk|habitat fragmentation,Mercury,Forest serpent guardian,Ashlesha,Thermoregulatory and neuromuscular systems,Large,Carnivore,Solitary,Slithering,Biting; bluffing; burrow refuge,"Predator controlling small vertebrates; linked to burrow ecosystems (e.g., gopher tortoise burrows)",unspecified,U.S. Fish & Wildlife Service species profile; IUCN Red List (Drymarchon couperi, older assessment),unspecified,0.73,SYNTHESIS,Pitta derives from predatory sharpness and decisive strike; Vata secondary reflects serpentine mobility and alertness. Fire–Earth captures thermoregulated intensity grounded in burrow landscapes.,Cultural 'thundersnake' associations are not verified here; avoid asserting without primary ethnoherpetology sources.
bennu_phoenix,Bennu/Phoenix (mythic),unspecified (mythic entity),Ancient Egypt and later Greco-Roman reception,Heliopolis/solar realms (mythic),unspecified,Pitta,Kapha,unspecified,Mythic bird associated with solar renewal and cyclical rebirth; Bennu is attested in Egyptian tradition and later linked to the Greek phoenix motif.,Sattva,Rajas,Renewal through cyclical return; solar association; often used as an emblem of rebirth in later retellings.,Fire,Ether,rebirth cycle|solar brilliance|renewal promise|time spiral|sacred ascent,overuniversalization|cultural flattening|modern occult appropriation,Sun,Solar rebirth emblem,Krittika,unspecified,Mythic,unspecified,unspecified,Flight (mythic),Solar/fire motif (mythic),Cultural ecosystem symbol of cyclical renewal and resurrection,Yes,Global Egyptian Museum (Bennu/Phoenix glossary); Egyptological scholarship (secondary); Pyramid Texts references (needs primary editions),Bennu has Egyptian-specific meanings; 'phoenix' is a later reception history and should be treated as a linked but distinct node.,0.55,OBSERVED:TRADITIONAL,Pitta reflects solar/fire transformation; Kapha secondary reflects continuity and cyclical return. Low confidence reflects reliance on secondary summaries and the risk of conflating Egyptian Bennu with later phoenix traditions.,Treat as mythic ontology with clear provenance; do not present as biological species; use cultural-governance controls to avoid appropriation.
