amidha_id,name,link,preview,pacify,aggravate,tridosha,rasa,guna,virya,vipaka,prabhav,attestation_status
A0200,Eranda Taila,/p/eranda-taila.html,"Castor oil is a strong laxative and is excellent for Vata disorders, joint pain, and detoxification.",Vata|Kapha,Pitta,False,Madhura|Katu,Guru|Snigdha,Ushna,Madhura,Virechana|Vatahara|Shoolaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0201,Madhu,/p/madhu.html,"Honey is used as a vehicle (anupana) for many medicines. It is scraping, healing, and pacifies Kapha.",Kapha,Pitta|Vata,False,Madhura|Kashaya,Laghu|Ruksha,Ushna,Katu,Lekhana|Sandhanakaraka|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0202,Ghrita,/p/ghrita.html,"Ghee (clarified butter) is a premier rejuvenative, pacifying Vata and Pitta, enhancing memory and digestion.",Vata|Pitta,Kapha,False,Madhura,Snigdha|Guru,Sheeta,Madhura,rasayan|Medhya|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0203,Palandu,/p/palandu.html,"Onion is a Vata-pacifying vegetable, acting as an aphrodisiac and nervine tonic, but can aggravate Pitta.",Vata,Pitta|Kapha,False,Madhura|Katu,Guru|Snigdha,Ushna,Madhura,Vrishya|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0204,Trapusha,/p/trapusha.html,"Cucumber is a cooling diuretic, excellent for pacifying Pitta, quenching thirst, and urinary health.",Pitta,Vata|Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Mutrala|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0205,Hrivera,/p/hrivera.html,"Also known as Valaka, this herb is used for fever, burning sensation, and digestive issues like diarrhea.",Pitta,Vata|Kapha,False,Tikta,Laghu|Ruksha,Sheeta,Katu,Jwaraghna|Grahi|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0206,Plaksha,/p/plaksha.html,"A species of Fig tree, its bark is used for bleeding disorders, ulcers, and to pacify Pitta and Kapha.",Pitta|Kapha,Vata,False,Kashaya,Guru|Ruksha,Sheeta,Katu,Raktastambhana|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0207,Udumbara,/p/udumbara.html,"Gular Fig is a cooling, astringent herb used in the treatment of bleeding disorders and diabetes.",Pitta|Kapha,Vata,False,Kashaya,Guru|Ruksha,Sheeta,Katu,Raktastambhana|Pramehaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0208,Ashwattha,/p/ashwattha.html,"The sacred Peepal tree's bark is used for its cooling and astringent properties, healing wounds and purifying blood.",Pitta|Kapha,Vata,False,Kashaya,Guru|Ruksha,Sheeta,Katu,Varnya|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0209,Puga,/p/puga.html,"Areca nut (Betel nut) is a stimulant and astringent, but is used cautiously in Ayurveda.",Kapha,Pitta|Vata,False,Kashaya,Guru|Ruksha,Sheeta,Katu,Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0210,Soubhagya Shunthi,/p/soubhagya-shunthi.html,A special preparation of dry ginger used postpartum to improve digestion and restore strength.,Vata|Kapha,Pitta,False,Katu,Laghu|Snigdha,Ushna,Madhura,Deepana|Pachana|Garbhashaya Shodhaka,OBSERVED:AMIDHA_CC_BY_4_0
A0211,Kakamachi,/p/kakamachi.html,"Black nightshade is a tridoshic herb used for skin diseases, liver disorders, and as a rejuvenative.",tridosha,,True,Tikta,Laghu|Snigdha,Ushna,Katu,rasayan|Hridaya|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0212,Mishreya,/p/mishreya.html,"Fennel seeds (Saunf) are excellent for digestion, relieving gas, and have a cooling effect on the body.",Vata|Pitta,Kapha,False,Madhura,Laghu|Snigdha,Sheeta,Madhura,Deepana|Chakshushya|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0213,Shankhpushpi,/p/shankhpushpi.html,"A premier brain tonic (Medhya rasayana), Shankhpushpi is renowned for enhancing memory, intellect, and calming the mind.",Vata|Pitta,Kapha,False,Tikta,Snigdha,Sheeta,Madhura,Medhya|Nidrajanana|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0214,Kushtha,/p/kushtha.html,"Saussurea lappa is a strong Vata-pacifying herb, used for pain, respiratory ailments, and skin diseases.",Vata|Kapha,Pitta,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Vatahara|Kushtaghna|Shukrala,OBSERVED:AMIDHA_CC_BY_4_0
A0215,Madanaphala,/p/madanaphala.html,"Known as Emetic Nut, it is the best herb for inducing therapeutic vomiting (Vamana) in Panchakarma.",Kapha|Vata,Pitta,False,Madhura|Tikta,Laghu|Ruksha,Ushna,Katu,Vamana|Lekhana,OBSERVED:AMIDHA_CC_BY_4_0
A0216,Patha,/p/patha.html,"Cissampelos pareira is a potent herb for detoxification, treating fever, urinary disorders, and diarrhea.",tridosha,,True,Tikta,Laghu|Tikshna,Ushna,Katu,Vishaghna|Grahi|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0217,Saptaparna,/p/saptaparna.html,"Alstonia scholaris is a bitter tonic used primarily for skin diseases, intestinal worms, and malarial fever.",Kapha|Vata,Pitta,False,Tikta|Kashaya,Laghu|Snigdha,Ushna,Katu,Kushtaghna|Krimighna|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0218,Shalmali,/p/shalmali.html,The Silk Cotton Tree's gum (Mocharas) is a cooling astringent used to stop bleeding and treat diarrhea.,Pitta,Vata|Kapha,False,Kashaya,Snigdha|Guru,Sheeta,Madhura,Grahi|Raktastambhana|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0219,Prasarini,/p/Prasarini.html,"Paederia foetida is a specific remedy for neurological disorders with pain, especially arthritis and sciatica.",Vata|Kapha,Pitta,False,Tikta,Guru,Ushna,Katu,Vatahara|Sandhanakaraka,OBSERVED:AMIDHA_CC_BY_4_0
A0220,Asana,/p/asana.html,Pterocarpus marsupium is a well-known anti-diabetic herb that also purifies the blood and helps with skin issues.,Pitta|Kapha,Vata,False,Kashaya|Tikta,Laghu|Ruksha,Sheeta,Katu,Pramehaghna|Kushtaghna|Raktashodhak,OBSERVED:AMIDHA_CC_BY_4_0
A0221,Kushmanda,/p/kushmanda.html,"Ash Gourd is a highly cooling and nourishing vegetable, acting as a diuretic and nervine tonic.",Vata|Pitta,Kapha,False,Madhura,Laghu|Snigdha,Sheeta,Madhura,Medhya|Mutrala|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0222,Vartaku,/p/vartaku.html,Brinjal or Eggplant stimulates digestion and appetite but can aggravate Pitta if consumed in excess.,Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Deepana|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0223,Dronapushpi,/p/dronapushpi.html,"Leucas cephalotes is used for fever, jaundice, and inflammatory conditions, especially liver-related issues.",Pitta|Kapha,Vata,False,Katu|Lavana,Guru|Ruksha,Ushna,Madhura,Jwaraghna|Yakrituttejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0224,Swarnapatri,/p/swarnapatri.html,"Known as Senna, it is a strong stimulant laxative used for acute constipation.",Vata,Pitta,False,Katu|Tikta,Laghu|Ruksha|Tikshna,Ushna,Katu,Virechana,OBSERVED:AMIDHA_CC_BY_4_0
A0225,Chandrashura,/p/chandrashura.html,"Lepidium sativum seeds are highly nutritive, promoting strength and lactation after delivery.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Snigdha,Ushna,Katu,Balya|Stanyajanana,OBSERVED:AMIDHA_CC_BY_4_0
A0226,Chirabilva,/p/chirabilva.html,Holoptelea integrifolia is used in digestive disorders and to treat edema and piles.,Kapha|Pitta,Vata,False,Kashaya|Tikta,Laghu|Ruksha,Ushna,Katu,Lekhana|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0227,Himsra,/p/himsra.html,"Capparis sepiaria is a well-known hepatoprotective herb, commonly found in liver-support formulas.",Pitta|Kapha,Vata,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Yakrituttejaka|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0228,Karkatashringi,/p/karkatashringi.html,"Pistacia integerrima galls are used in treating cough, asthma, and diarrhea, especially in children.",Vata|Kapha,Pitta,False,Tikta|Kashaya,Guru,Ushna,Katu,Kasahara|Shwasahara|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0229,Katphala,/p/katphala.html,"Myrica esculenta bark is used for respiratory ailments like cough, cold, and fever.",Vata|Kapha,Pitta,False,Kashaya|Tikta|Katu,Laghu|Tikshna,Ushna,Katu,Jwaraghna|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0230,Krishna Jeeraka,/p/krishna-jeeraka.html,"Black Cumin (Carum carvi) is a powerful digestive and carminative, stronger than regular cumin.",Vata|Kapha,Pitta,False,Katu,Laghu|Ruksha,Ushna,Katu,Deepana|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0231,Murva,/p/murva.html,"Marsdenia tenacissima is a bitter tonic used for fever, skin diseases and purifying blood.",Kapha|Pitta,Vata,False,Tikta,Guru,Ushna,Katu,Raktashodhak|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0232,Paribhadra,/p/paribhadra.html,"Erythrina variegata is used for its anti-inflammatory and nervine sedative properties, especially in Vata disorders.",Vata|Kapha,Pitta,False,Tikta|Katu,Laghu,Ushna,Katu,Krimighna|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0233,Shyonaka,/p/shyonaka.html,"A key ingredient of Dashamoola, Oroxylum indicum is an astringent and anti-inflammatory used in diarrhea and arthritis.",Vata|Kapha,Pitta,False,Kashaya|Tikta,Laghu|Ruksha,Ushna,Katu,Grahi|Deepana|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0234,Alabu,/p/alabu.html,"Bottle Gourd is a cooling, calming vegetable that is very easy to digest, making it ideal for convalescence.",Pitta,Vata|Kapha,False,Madhura,Guru|Ruksha,Sheeta,Madhura,Hridaya|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0235,Vriddhadaru,/p/vriddhadaru.html,"Argyreia nervosa is a potent rejuvenative and aphrodisiac, enhancing strength and vitality.",Vata|Kapha,Pitta,False,Madhura|Tikta,Laghu|Snigdha,Ushna,Madhura,rasayan|Vrishya|Medhya,OBSERVED:AMIDHA_CC_BY_4_0
A0236,Narikela,/p/narikela.html,"Coconut is highly nourishing, cooling, and strength-promoting, pacifying Vata and Pitta.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Balya|Brimhaniya|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0237,Talamuli,/p/talamuli.html,"Curculigo orchioides is an aphrodisiac and uterine tonic, similar in properties to Shatavari.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Ushna,Madhura,Vrishya|Balya|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0238,Saireyaka,/p/saireyaka.html,"Barleria prionitis is used for skin diseases, swelling, and oral health issues like bleeding gums.",Kapha|Vata,Pitta,False,Tikta|Madhura,Snigdha,Ushna,Katu,Kushtaghna|Keshya,OBSERVED:AMIDHA_CC_BY_4_0
A0239,Yavakshara,/p/yavakshara.html,"An alkaline preparation from Barley, used as a diuretic and to treat urinary calculi and abdominal bloating.",Kapha|Vata,Pitta,False,Lavana,Laghu|Tikshna,Ushna,Katu,Mutrala|Deepana|Ashmaribhedana,OBSERVED:AMIDHA_CC_BY_4_0
A0240,Varahikanda,/p/varahikanda.html,"Dioscorea bulbifera is a rejuvenative tonic (rasayana) that enhances strength, immunity, and acts as an aphrodisiac.",Vata|Kapha,Pitta,False,Madhura,Guru|Snigdha,Ushna,Madhura,rasayan|Vrishya|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0241,Ankola,/p/ankola.html,Alangium salviifolium is used in Ayurveda for its anti-venom properties and in treating skin diseases.,Kapha|Vata,Pitta,False,Tikta|Katu,Laghu|Snigdha,Ushna,Katu,Vishaghna|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0242,Changeri,/p/changeri.html,Indian Sorrel is used for digestive ailments like IBS and malabsorption due to its sour taste and digestive properties.,Vata|Kapha,Pitta,False,Amla,Laghu|Ruksha,Ushna,Amla,Grahi|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0243,Koshataki,/p/koshataki.html,Luffa is a bitter vegetable used to cleanse the liver and purify the blood.,Pitta|Kapha,Vata,False,Tikta,Laghu|Ruksha,Ushna,Katu,Yakrituttejaka|Virechana,OBSERVED:AMIDHA_CC_BY_4_0
A0244,Tanduliyaka,/p/tanduliyaka.html,"Amaranth is a cooling herb used to treat toxicity, bleeding disorders, and purify the blood.",Pitta|Kapha,Vata,False,Madhura,Laghu|Ruksha,Sheeta,Madhura,Vishaghna|Raktapittahara,OBSERVED:AMIDHA_CC_BY_4_0
A0245,Ingudi,/p/ingudi.html,"Balanites roxburghii is used for its anti-microbial and anti-inflammatory properties, especially in skin diseases.",Kapha|Vata,Pitta,False,Tikta|Katu,Tikshna|Snigdha,Ushna,Katu,Krimighna|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0246,Karanja Taila,/p/karanja-taila.html,Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,Kapha|Vata,Pitta,False,Tikta|Katu,Tikshna,Ushna,Katu,Kushtaghna|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0247,Nimba Taila,/p/nimba-taila.html,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",Pitta|Kapha,Vata,False,Tikta,Laghu,Sheeta,Katu,Kushtaghna|Krimighna|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0248,Jivaka,/p/jivaka.html,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,rasayan|Vrishya|Jivaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0249,Rishabhaka,/p/rishabhaka.html,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,rasayan|Vrishya|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0250,Meda,/p/meda.html,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,rasayan|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0251,Kakoli,/p/kakoli.html,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,rasayan|Vrishya|Jivaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0252,Dhamasa,/p/dhamasa.html,"Fagonia cretica is a bitter, cooling herb used to purify blood and treat skin disorders and fevers.",Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Sheeta,Katu,Raktashodhak|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0253,Rohisha,/p/rohisha.html,"A type of lemongrass (Cymbopogon martinii), its oil is used for joint pain, fever, and as an insect repellent.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Jwaraghna|Shoolaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0254,Suryavarta,/p/suryavarta.html,"Gynandropsis gynandra is used for earaches, headaches, and digestive issues.",Vata|Kapha,Pitta,False,Katu,Laghu|Tikshna,Ushna,Katu,Shoolaghna|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0255,Gangeruki,/p/gangeruki.html,"Grewia tenax is a cooling and strengthening herb, used to relieve burning sensation and thirst.",Vata|Pitta,Kapha,False,Madhura|Kashaya,Snigdha,Sheeta,Madhura,Balya|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0256,Kumbhika,/p/kumbhika.html,Pistia stratiotes is an aquatic plant used externally for skin diseases and swelling.,Pitta|Kapha,Vata,False,Tikta|Katu,Laghu|Ruksha,Sheeta,Katu,Shothahara|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0257,Sthuneyaka,/p/sthuneyaka.html,Taxus baccata (Yew) is used in respiratory conditions like cough and asthma.,Kapha|Vata,Pitta,False,Tikta|Kashaya,Laghu,Ushna,Katu,Kasahara|Shwasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0258,Utingana,/p/utingana.html,Blepharis edulis seeds are a potent aphrodisiac and rejuvenative tonic.,Vata,Pitta|Kapha,False,Madhura,Guru|Snigdha,Ushna,Madhura,Vrishya|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0259,Vrikshamla Phala,/p/vrikshamla-phala.html,Garcinia indica (Kokum) fruit is a souring agent that improves appetite and digestion without aggravating Pitta.,Vata|Kapha,Pitta,False,Amla,Laghu|Ruksha,Ushna,Amla,Deepana|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0260,Nirgundi Taila,/p/nirgundi-taila.html,"Medicated oil of Nirgundi is excellent for topical application on painful joints, wounds, and grey hair.",Vata|Kapha,Pitta,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Vedanasthapana|Keshya,OBSERVED:AMIDHA_CC_BY_4_0
A0261,Vacha Taila,/p/vacha-taila.html,Oil of Sweet Flag is used for massage to improve mental clarity and in nasal administration (Nasya) for clearing the sinuses.,Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Medhya|Sanjnasthapana,OBSERVED:AMIDHA_CC_BY_4_0
A0262,Kumari,/p/kumari.html,"Known as Aloe Vera, Kumari is a premier herb for skin, liver detoxification, and regulating menstruation.",Pitta|Kapha,Vata,False,Tikta,Guru|Snigdha,Sheeta,Katu,Yakrituttejaka|Virechana|Varnya,OBSERVED:AMIDHA_CC_BY_4_0
A0263,Asthishrinkhala,/p/asthishrinkhala.html,"Also called Hadjod (Cissus quadrangularis), it is the primary Ayurvedic herb for healing bone fractures and strengthening joints.",Vata|Kapha,Pitta,False,Madhura,Laghu|Ruksha,Ushna,Madhura,Sandhanakaraka|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0264,Bharangi,/p/bharangi.html,"Clerodendrum serratum is a specific herb for respiratory disorders like asthma, chronic cough, and rhinitis.",Vata|Kapha,Pitta,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Shwasahara|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0265,Loha Bhasma,/p/loha-bhasma.html,"Purified and processed iron ash used to treat anemia, jaundice, and support liver function. It is a powerful rejuvenator.",Pitta|Kapha,Vata,False,Kashaya|Madhura,Laghu|Ruksha,Sheeta,Madhura,rasayan|Raktavardhak|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0266,Shankha Bhasma,/p/shankha-bhasma.html,"Ash of conch shell is a rich source of calcium, used for acid peptic disorders, indigestion, and calcium deficiency.",Vata|Pitta,Kapha,False,Lavana,Laghu|Tikshna,Sheeta,Madhura,Amlapittahara|Deepana|Pachana,OBSERVED:AMIDHA_CC_BY_4_0
A0267,Pravala Pishti,/p/pravala-pishti.html,"Processed coral is a cooling Pitta-pacifying supplement used for calcium deficiency, fever, and bleeding disorders.",Pitta|Kapha,Vata,False,Madhura|Kashaya,Laghu,Sheeta,Madhura,Amlapittahara|Raktastambhana|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0268,Abhraka Bhasma,/p/abhraka-bhasma.html,"Processed mica ash is a potent rejuvenative (rasayana) used for respiratory diseases, debility, and as a powerful tonic.",tridosha,,True,Madhura,Snigdha,Sheeta,Madhura,rasayan|Vrishya|Medhya,OBSERVED:AMIDHA_CC_BY_4_0
A0269,Vanga Bhasma,/p/vanga-bhasma.html,"Processed tin ash is used in Ayurveda for urinary tract disorders, diabetes, and as an aphrodisiac.",Kapha,Vata|Pitta,False,Tikta,Laghu|Ruksha,Ushna,Katu,Pramehaghna|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0270,Yashada Bhasma,/p/yashada-bhasma.html,"Processed zinc ash is used for eye diseases, diabetes, and as an immune booster.",Pitta|Kapha,Vata,False,Kashaya,Ruksha,Sheeta,Katu,Chakshushya|Pramehaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0271,Mukta Pishti,/p/mukta-pishti.html,"Processed pearl powder is a highly cooling and calming substance used for anxiety, insomnia, and burning sensations.",Pitta,Vata|Kapha,False,Madhura,Laghu,Sheeta,Madhura,Hridaya|Medhya|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0272,Arka,/p/arka.html,"Calotropis gigantea is a toxic plant, but its purified latex and leaves are used for skin diseases and as a purgative.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Virechana|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0273,Indravaruni,/p/indravaruni.html,"Citrullus colocynthis is a very strong purgative, used for severe constipation, ascites, and joint pain.",Pitta|Kapha,Vata,False,Tikta,Laghu|Tikshna,Ushna,Katu,Virechana|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0274,Kadali,/p/kadali.html,"The plantain or banana plant's stem and flower are used for their cooling and astringent properties, especially in digestive health.",Pitta,Vata|Kapha,False,Madhura|Kashaya,Guru|Snigdha,Sheeta,Madhura,Grahi|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0275,Tintidika,/p/tintidika.html,"Tamarind is a sour fruit used to stimulate appetite and digestion, but can aggravate Pitta and Kapha.",Vata,Pitta|Kapha,False,Amla,Guru|Ruksha,Ushna,Amla,Deepana|Pachana,OBSERVED:AMIDHA_CC_BY_4_0
A0276,Rudraksha,/p/rudraksha.html,"Elaeocarpus ganitrus seeds are used to calm the mind, control high blood pressure, and for spiritual practices.",Vata|Kapha,Pitta,False,Madhura,Guru,Ushna,Madhura,Hridaya|Medhya,OBSERVED:AMIDHA_CC_BY_4_0
A0277,Putranjivaka,/p/putranjivaka.html,Putranjiva roxburghii is renowned for its use in supporting female fertility and protecting pregnancy.,Vata|Pitta,Kapha,False,Madhura|Katu,Guru,Sheeta,Madhura,Garbhasthapana|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0278,Padmaka,/p/padmaka.html,"Prunus cerasoides is a cooling herb used for skin diseases, burning sensations, and to stop bleeding.",Pitta|Kapha,Vata,False,Kashaya|Tikta,Laghu,Sheeta,Katu,Varnya|Raktastambhana,OBSERVED:AMIDHA_CC_BY_4_0
A0279,Pilu,/p/pilu.html,"The toothbrush tree (Salvadora persica) is used for oral hygiene, improving digestion, and reducing swelling.",Kapha|Vata,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Deepana|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0280,Simsapa,/p/simsapa.html,"Dalbergia sissoo (Indian Rosewood) is used for skin diseases, obesity, and as a blood purifier.",Pitta|Kapha,Vata,False,Kashaya|Tikta,Laghu|Ruksha,Ushna,Katu,Kushtaghna|Medohara,OBSERVED:AMIDHA_CC_BY_4_0
A0281,Arishtaka,/p/arishtaka.html,"Soapnut is used as a natural cleanser for hair and skin, and internally to induce vomiting.",tridosha,,True,Tikta,Laghu|Tikshna,Ushna,Katu,Vamana|Lekhana,OBSERVED:AMIDHA_CC_BY_4_0
A0282,Visha Tinduka,/p/visha-tinduka.html,"Strychnos nux-vomica (Nux vomica) is a highly toxic herb used in purified, minute doses to stimulate the nervous system and digestion.",Vata|Kapha,Pitta,False,Tikta|Katu,Laghu|Tikshna,Ushna,Katu,Vatahara|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0283,Devadali,/p/devadali.html,Luffa echinata is used to induce therapeutic nasal cleansing (Nasya) and vomiting (Vamana).,Kapha|Pitta,Vata,False,Tikta|Katu,Laghu|Tikshna,Ushna,Katu,Vamana|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0284,Dhava,/p/dhava.html,"Anogeissus latifolia is an astringent herb used for wound healing, diarrhea, and bleeding disorders.",Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Grahi|Raktastambhana,OBSERVED:AMIDHA_CC_BY_4_0
A0285,Gajapippali,/p/gajapippali.html,"Scindapsus officinalis is a larger variety of pepper, used for respiratory and digestive issues.",Vata|Kapha,Pitta,False,Katu,Laghu|Tikshna,Ushna,Katu,Kasahara|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0286,Granthiparni,/p/granthiparni.html,"Angelica glauca is an aromatic herb used for digestive, respiratory, and nervous system disorders.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Deepana|Shwasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0287,Hapusa,/p/hapusa.html,Juniper berries are a diuretic and antiseptic used for urinary tract infections and joint pain.,Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Ruksha,Ushna,Katu,Mutrala|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0288,Kakajangha,/p/kakajangha.html,Peristrophe paniculata is used for its anti-inflammatory properties and in treating fever.,Pitta|Kapha,Vata,False,Tikta,Laghu,Sheeta,Katu,Jwaraghna|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0289,Kamalakanda,/p/kamalakanda.html,"Lotus stem is a cooling, nourishing vegetable that pacifies Pitta and helps in bleeding disorders.",Pitta,Vata|Kapha,False,Madhura|Kashaya,Guru|Snigdha,Sheeta,Madhura,Raktastambhana|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0290,Karmaranga,/p/karmaranga.html,Star fruit is a sour fruit used to stimulate digestion and act as a mild laxative.,Vata,Pitta|Kapha,False,Amla|Madhura,Laghu,Sheeta,Amla,Deepana|Virechana,OBSERVED:AMIDHA_CC_BY_4_0
A0291,Kasheruka,/p/kasheruka.html,"Scirpus grossus is a cooling, diuretic, and aphrodisiac herb.",Vata|Pitta,Kapha,False,Madhura|Kashaya,Guru|Snigdha,Sheeta,Madhura,Vrishya|Mutrala,OBSERVED:AMIDHA_CC_BY_4_0
A0292,Kembuka,/p/kembuka.html,"Costus speciosus is used to treat respiratory conditions, skin diseases, and to purify the blood.",Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Sheeta,Katu,Kushtaghna|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0293,Koshamra,/p/koshamra.html,Schleichera oleosa is used in traditional medicine for skin diseases and promoting hair growth.,Kapha|Vata,Pitta,False,Amla,Guru|Snigdha,Ushna,Amla,Kushtaghna|Keshya,OBSERVED:AMIDHA_CC_BY_4_0
A0294,Latakaranja,/p/latakaranja.html,"Caesalpinia crista is a bitter tonic used for fever, malaria, and intestinal worms.",Kapha|Vata,Pitta,False,Tikta|Katu,Laghu|Tikshna,Ushna,Katu,Jwaraghna|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0295,Lavali,/p/lavali.html,Cicca acida is a sour fruit that aids digestion and has a laxative effect.,Vata,Pitta|Kapha,False,Amla,Laghu|Ruksha,Ushna,Amla,Deepana|Virechana,OBSERVED:AMIDHA_CC_BY_4_0
A0296,Mahanimba,/p/mahanimba.html,"Melia azedarach is a potent anti-microbial and blood purifier, similar to but stronger than Neem.",Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Sheeta,Katu,Kushtaghna|Krimighna|Raktashodhak,OBSERVED:AMIDHA_CC_BY_4_0
