hexagram_id,raga_id,resonance_reason,time_of_day_match,rasa_match,element_match,notes,attestation_status
hexagram_32,raga_multani,shared element air,,,air,duration expressed through multani,inferred_coherent
hexagram_32,raga_tilak_kamod,shared element air,,,air,duration expressed through tilak_kamod,inferred_coherent
hexagram_32,raga_rageshri,shared element air,,,air,duration expressed through rageshri,inferred_coherent
hexagram_32,raga_chandrakauns,shared rasa shanta,,shanta,,duration expressed through chandrakauns,inferred_coherent
hexagram_32,raga_sarang,shared element fire,,,fire,duration expressed through sarang,inferred_coherent
hexagram_33,raga_yaman,shared element ether,,,ether,retreat expressed through yaman,inferred_coherent
hexagram_33,raga_darbari,shared element earth,,,earth,retreat expressed through darbari,inferred_coherent
hexagram_33,raga_malkauns,shared rasa shanta + shared element earth,,shanta,earth,retreat expressed through malkauns,inferred_coherent
hexagram_33,raga_puriya,shared element ether,,,ether,retreat expressed through puriya,inferred_coherent
hexagram_33,raga_lalit,shared element ether + time-season alignment dawn/early_spring,dawn,,ether,retreat expressed through lalit,inferred_coherent
hexagram_33,raga_kedar,shared element earth,,,earth,retreat expressed through kedar,inferred_coherent
hexagram_33,raga_hindol,shared element ether + time-season alignment morning/early_spring,morning,,ether,retreat expressed through hindol,inferred_coherent
hexagram_33,raga_purvi,shared rasa shanta + shared element ether,,shanta,ether,retreat expressed through purvi,inferred_coherent
hexagram_33,raga_bairagi,shared element ether + time-season alignment morning/early_spring,morning,,ether,retreat expressed through bairagi,inferred_coherent
hexagram_33,raga_hansadhwani,shared element ether,,,ether,retreat expressed through hansadhwani,inferred_coherent
hexagram_33,raga_chandrakauns,shared rasa shanta,,shanta,,retreat expressed through chandrakauns,inferred_coherent
hexagram_33,raga_shankara,shared element ether,,,ether,retreat expressed through shankara,inferred_coherent
hexagram_34,raga_bhairava,shared rasa vira + shared element fire + time-season alignment morning/spring + direct season match spring,morning,vira,fire,great power expressed through bhairava,inferred_coherent
hexagram_34,raga_yaman,shared element ether,,,ether,great power expressed through yaman,inferred_coherent
hexagram_34,raga_marwa,shared rasa vira + shared element fire,,vira,fire,great power expressed through marwa,inferred_coherent
hexagram_34,raga_puriya,shared element ether,,,ether,great power expressed through puriya,inferred_coherent
hexagram_34,raga_lalit,shared element ether + time-season alignment dawn/spring + direct season match spring,dawn,,ether,great power expressed through lalit,inferred_coherent
hexagram_34,raga_miyan_ki_malhar,shared rasa vira,,vira,,great power expressed through miyan_ki_malhar,inferred_coherent
hexagram_34,raga_durga,shared rasa vira + shared element fire,,vira,fire,great power expressed through durga,inferred_coherent
hexagram_34,raga_hindol,shared element ether + time-season alignment morning/spring + direct season match spring,morning,,ether,great power expressed through hindol,inferred_coherent
hexagram_34,raga_shree,shared element fire,,,fire,great power expressed through shree,inferred_coherent
hexagram_34,raga_purvi,shared element ether,,,ether,great power expressed through purvi,inferred_coherent
hexagram_34,raga_bairagi,shared element ether + time-season alignment morning/spring + direct season match spring,morning,,ether,great power expressed through bairagi,inferred_coherent
hexagram_34,raga_ahir_bhairav,time-season alignment morning/spring + direct season match spring,morning,,,great power expressed through ahir_bhairav,inferred_coherent
hexagram_34,raga_hansadhwani,shared element ether,,,ether,great power expressed through hansadhwani,inferred_coherent
hexagram_34,raga_shankara,shared element ether,,,ether,great power expressed through shankara,inferred_coherent
hexagram_34,raga_sarang,shared rasa vira + shared element fire,,vira,fire,great power expressed through sarang,inferred_coherent
hexagram_35,raga_bhairava,shared element fire,,,fire,progress expressed through bhairava,inferred_coherent
hexagram_35,raga_bhimpalasi,time-season alignment afternoon/summer + direct season match summer,afternoon,,,progress expressed through bhimpalasi,inferred_coherent
hexagram_35,raga_marwa,shared element fire,,,fire,progress expressed through marwa,inferred_coherent
hexagram_35,raga_darbari,shared element earth,,,earth,progress expressed through darbari,inferred_coherent
hexagram_35,raga_malkauns,shared element earth,,,earth,progress expressed through malkauns,inferred_coherent
hexagram_35,raga_miyan_ki_malhar,time-season alignment monsoon/summer + direct season match summer,monsoon,,,progress expressed through miyan_ki_malhar,inferred_coherent
hexagram_35,raga_kedar,shared element earth,,,earth,progress expressed through kedar,inferred_coherent
hexagram_35,raga_durga,shared element fire,,,fire,progress expressed through durga,inferred_coherent
hexagram_35,raga_shree,shared element fire,,,fire,progress expressed through shree,inferred_coherent
hexagram_35,raga_multani,time-season alignment afternoon/summer + direct season match summer,afternoon,,,progress expressed through multani,inferred_coherent
hexagram_35,raga_hansadhwani,shared rasa adbhuta,,adbhuta,,progress expressed through hansadhwani,inferred_coherent
hexagram_35,raga_shankara,shared rasa adbhuta,,adbhuta,,progress expressed through shankara,inferred_coherent
hexagram_35,raga_sarang,shared element fire + time-season alignment midday/summer + direct season match summer,midday,,fire,progress expressed through sarang,inferred_coherent
hexagram_36,raga_bhairava,shared element fire,,,fire,darkening of the light expressed through bhairava,inferred_coherent
hexagram_36,raga_bhairavi,shared rasa karuna,,karuna,,darkening of the light expressed through bhairavi,inferred_coherent
hexagram_36,raga_todi,shared rasa karuna,,karuna,,darkening of the light expressed through todi,inferred_coherent
hexagram_36,raga_bhimpalasi,time-season alignment afternoon/summer + direct season match summer,afternoon,,,darkening of the light expressed through bhimpalasi,inferred_coherent
hexagram_36,raga_marwa,shared element fire,,,fire,darkening of the light expressed through marwa,inferred_coherent
hexagram_36,raga_darbari,shared rasa karuna + shared element earth,,karuna,earth,darkening of the light expressed through darbari,inferred_coherent
hexagram_36,raga_malkauns,shared element earth,,,earth,darkening of the light expressed through malkauns,inferred_coherent
hexagram_36,raga_puriya,shared rasa karuna,,karuna,,darkening of the light expressed through puriya,inferred_coherent
hexagram_36,raga_miyan_ki_malhar,time-season alignment monsoon/summer + direct season match summer,monsoon,,,darkening of the light expressed through miyan_ki_malhar,inferred_coherent
hexagram_36,raga_kedar,shared element earth,,,earth,darkening of the light expressed through kedar,inferred_coherent
hexagram_36,raga_jaunpuri,shared rasa karuna,,karuna,,darkening of the light expressed through jaunpuri,inferred_coherent
hexagram_36,raga_durga,shared element fire,,,fire,darkening of the light expressed through durga,inferred_coherent
hexagram_36,raga_shree,shared element fire,,,fire,darkening of the light expressed through shree,inferred_coherent
hexagram_36,raga_multani,shared rasa karuna + time-season alignment afternoon/summer + direct season match summer,afternoon,karuna,,darkening of the light expressed through multani,inferred_coherent
hexagram_36,raga_bairagi,shared rasa karuna,,karuna,,darkening of the light expressed through bairagi,inferred_coherent
hexagram_36,raga_charukeshi,shared rasa karuna,,karuna,,darkening of the light expressed through charukeshi,inferred_coherent
hexagram_36,raga_kirwani,shared rasa karuna,,karuna,,darkening of the light expressed through kirwani,inferred_coherent
hexagram_36,raga_sarang,shared element fire + time-season alignment midday/summer + direct season match summer,midday,,fire,darkening of the light expressed through sarang,inferred_coherent
hexagram_37,raga_bhairava,shared element fire,,,fire,the family expressed through bhairava,inferred_coherent
hexagram_37,raga_yaman,shared rasa shringara,,shringara,,the family expressed through yaman,inferred_coherent
hexagram_37,raga_bhimpalasi,shared rasa shringara + shared element air + time-season alignment afternoon/summer + direct season match summer,afternoon,shringara,air,the family expressed through bhimpalasi,inferred_coherent
hexagram_37,raga_marwa,shared element fire,,,fire,the family expressed through marwa,inferred_coherent
hexagram_37,raga_bageshri,shared rasa shringara,,shringara,,the family expressed through bageshri,inferred_coherent
hexagram_37,raga_lalit,shared rasa shringara,,shringara,,the family expressed through lalit,inferred_coherent
hexagram_37,raga_miyan_ki_malhar,time-season alignment monsoon/summer + direct season match summer,monsoon,,,the family expressed through miyan_ki_malhar,inferred_coherent
hexagram_37,raga_kedar,shared rasa shringara,,shringara,,the family expressed through kedar,inferred_coherent
hexagram_37,raga_bihag,shared rasa shringara + shared element air,,shringara,air,the family expressed through bihag,inferred_coherent
hexagram_37,raga_des,shared rasa shringara,,shringara,,the family expressed through des,inferred_coherent
hexagram_37,raga_khamaj,shared rasa shringara + direct season match summer,,shringara,,the family expressed through khamaj,inferred_coherent
hexagram_37,raga_durga,shared element fire,,,fire,the family expressed through durga,inferred_coherent
hexagram_37,raga_hindol,shared rasa shringara,,shringara,,the family expressed through hindol,inferred_coherent
hexagram_37,raga_shree,shared rasa shringara + shared element fire,,shringara,fire,the family expressed through shree,inferred_coherent
hexagram_37,raga_multani,shared element air + time-season alignment afternoon/summer + direct season match summer,afternoon,,air,the family expressed through multani,inferred_coherent
hexagram_37,raga_ahir_bhairav,shared rasa shringara,,shringara,,the family expressed through ahir_bhairav,inferred_coherent
hexagram_37,raga_tilak_kamod,shared rasa shringara + shared element air,,shringara,air,the family expressed through tilak_kamod,inferred_coherent
hexagram_37,raga_rageshri,shared rasa shringara + shared element air,,shringara,air,the family expressed through rageshri,inferred_coherent
hexagram_37,raga_sarang,shared element fire + time-season alignment midday/summer + direct season match summer,midday,,fire,the family expressed through sarang,inferred_coherent
hexagram_38,raga_bhairava,shared element fire,,,fire,opposition expressed through bhairava,inferred_coherent
hexagram_38,raga_bhairavi,shared element water,,,water,opposition expressed through bhairavi,inferred_coherent
hexagram_38,raga_todi,shared element water,,,water,opposition expressed through todi,inferred_coherent
hexagram_38,raga_yaman,time-season alignment evening/autumn + direct season match autumn,evening,,,opposition expressed through yaman,inferred_coherent
hexagram_38,raga_marwa,shared element fire + time-season alignment evening/autumn + direct season match autumn,evening,,fire,opposition expressed through marwa,inferred_coherent
hexagram_38,raga_bageshri,shared element water + time-season alignment night/autumn + direct season match autumn,night,,water,opposition expressed through bageshri,inferred_coherent
hexagram_38,raga_puriya,time-season alignment evening/autumn + direct season match autumn,evening,,,opposition expressed through puriya,inferred_coherent
hexagram_38,raga_miyan_ki_malhar,shared element water,,,water,opposition expressed through miyan_ki_malhar,inferred_coherent
hexagram_38,raga_kedar,time-season alignment night/autumn + direct season match autumn,night,,,opposition expressed through kedar,inferred_coherent
hexagram_38,raga_bihag,time-season alignment night/autumn + direct season match autumn,night,,,opposition expressed through bihag,inferred_coherent
hexagram_38,raga_des,shared element water + time-season alignment night/autumn,night,,water,opposition expressed through des,inferred_coherent
hexagram_38,raga_khamaj,shared element water + time-season alignment night/autumn,night,,water,opposition expressed through khamaj,inferred_coherent
hexagram_38,raga_jaunpuri,shared element water,,,water,opposition expressed through jaunpuri,inferred_coherent
hexagram_38,raga_durga,shared element fire + time-season alignment night/autumn + direct season match autumn,night,,fire,opposition expressed through durga,inferred_coherent
hexagram_38,raga_shree,shared element fire + time-season alignment evening/autumn + direct season match autumn,evening,,fire,opposition expressed through shree,inferred_coherent
hexagram_38,raga_purvi,time-season alignment evening/autumn + direct season match autumn,evening,,,opposition expressed through purvi,inferred_coherent
hexagram_38,raga_ahir_bhairav,shared element water,,,water,opposition expressed through ahir_bhairav,inferred_coherent
hexagram_38,raga_tilak_kamod,time-season alignment night/autumn + direct season match autumn,night,,,opposition expressed through tilak_kamod,inferred_coherent
hexagram_38,raga_rageshri,time-season alignment night/autumn + direct season match autumn,night,,,opposition expressed through rageshri,inferred_coherent
hexagram_38,raga_hansadhwani,time-season alignment evening/autumn + direct season match autumn,evening,,,opposition expressed through hansadhwani,inferred_coherent
hexagram_38,raga_charukeshi,shared element water + time-season alignment night/autumn,night,,water,opposition expressed through charukeshi,inferred_coherent
hexagram_38,raga_kirwani,shared element water + time-season alignment night/autumn,night,,water,opposition expressed through kirwani,inferred_coherent
hexagram_38,raga_chandrakauns,shared element water + time-season alignment night/autumn,night,,water,opposition expressed through chandrakauns,inferred_coherent
hexagram_38,raga_sarang,shared element fire,,,fire,opposition expressed through sarang,inferred_coherent
hexagram_39,raga_bhairavi,shared rasa karuna + shared element water + direct season match winter,,karuna,water,obstruction expressed through bhairavi,inferred_coherent
hexagram_39,raga_todi,shared rasa karuna + shared element water,,karuna,water,obstruction expressed through todi,inferred_coherent
hexagram_39,raga_darbari,shared rasa karuna + shared element earth + time-season alignment night/winter + direct season match winter,night,karuna,earth,obstruction expressed through darbari,inferred_coherent
hexagram_39,raga_malkauns,shared element earth + time-season alignment night/winter + direct season match winter,night,,earth,obstruction expressed through malkauns,inferred_coherent
hexagram_39,raga_bageshri,shared element water + time-season alignment night/winter,night,,water,obstruction expressed through bageshri,inferred_coherent
hexagram_39,raga_puriya,shared rasa karuna,,karuna,,obstruction expressed through puriya,inferred_coherent
hexagram_39,raga_miyan_ki_malhar,shared element water,,,water,obstruction expressed through miyan_ki_malhar,inferred_coherent
hexagram_39,raga_kedar,shared element earth + time-season alignment night/winter,night,,earth,obstruction expressed through kedar,inferred_coherent
hexagram_39,raga_des,shared element water + time-season alignment night/winter,night,,water,obstruction expressed through des,inferred_coherent
hexagram_39,raga_khamaj,shared element water + time-season alignment night/winter,night,,water,obstruction expressed through khamaj,inferred_coherent
hexagram_39,raga_jaunpuri,shared rasa karuna + shared element water + direct season match winter,,karuna,water,obstruction expressed through jaunpuri,inferred_coherent
hexagram_39,raga_multani,shared rasa karuna,,karuna,,obstruction expressed through multani,inferred_coherent
hexagram_39,raga_bairagi,shared rasa karuna,,karuna,,obstruction expressed through bairagi,inferred_coherent
hexagram_39,raga_ahir_bhairav,shared element water,,,water,obstruction expressed through ahir_bhairav,inferred_coherent
hexagram_39,raga_charukeshi,shared rasa karuna + shared element water + time-season alignment night/winter + direct season match winter,night,karuna,water,obstruction expressed through charukeshi,inferred_coherent
hexagram_39,raga_kirwani,shared rasa karuna + shared element water + time-season alignment night/winter + direct season match winter,night,karuna,water,obstruction expressed through kirwani,inferred_coherent
hexagram_39,raga_chandrakauns,shared element water + time-season alignment night/winter + direct season match winter,night,,water,obstruction expressed through chandrakauns,inferred_coherent
hexagram_39,raga_shankara,time-season alignment night/winter + direct season match winter,night,,,obstruction expressed through shankara,inferred_coherent
hexagram_40,raga_bhairava,shared element fire + time-season alignment morning/spring + direct season match spring,morning,,fire,deliverance expressed through bhairava,inferred_coherent
hexagram_40,raga_bhairavi,shared element water + time-season alignment morning/spring,morning,,water,deliverance expressed through bhairavi,inferred_coherent
hexagram_40,raga_todi,shared element water + time-season alignment morning/spring,morning,,water,deliverance expressed through todi,inferred_coherent
hexagram_40,raga_marwa,shared element fire,,,fire,deliverance expressed through marwa,inferred_coherent
hexagram_40,raga_bageshri,shared element water,,,water,deliverance expressed through bageshri,inferred_coherent
hexagram_40,raga_lalit,time-season alignment dawn/spring + direct season match spring,dawn,,,deliverance expressed through lalit,inferred_coherent
hexagram_40,raga_miyan_ki_malhar,shared element water,,,water,deliverance expressed through miyan_ki_malhar,inferred_coherent
hexagram_40,raga_des,shared element water,,,water,deliverance expressed through des,inferred_coherent
hexagram_40,raga_khamaj,shared element water,,,water,deliverance expressed through khamaj,inferred_coherent
hexagram_40,raga_jaunpuri,shared element water + time-season alignment morning/spring,morning,,water,deliverance expressed through jaunpuri,inferred_coherent
hexagram_40,raga_durga,shared element fire,,,fire,deliverance expressed through durga,inferred_coherent
hexagram_40,raga_hindol,time-season alignment morning/spring + direct season match spring,morning,,,deliverance expressed through hindol,inferred_coherent
hexagram_40,raga_shree,shared element fire,,,fire,deliverance expressed through shree,inferred_coherent
hexagram_40,raga_bairagi,time-season alignment morning/spring + direct season match spring,morning,,,deliverance expressed through bairagi,inferred_coherent
hexagram_40,raga_ahir_bhairav,shared element water + time-season alignment morning/spring + direct season match spring,morning,,water,deliverance expressed through ahir_bhairav,inferred_coherent
hexagram_40,raga_charukeshi,shared element water,,,water,deliverance expressed through charukeshi,inferred_coherent
hexagram_40,raga_kirwani,shared element water,,,water,deliverance expressed through kirwani,inferred_coherent
hexagram_40,raga_chandrakauns,shared element water,,,water,deliverance expressed through chandrakauns,inferred_coherent
hexagram_40,raga_sarang,shared element fire,,,fire,deliverance expressed through sarang,inferred_coherent
hexagram_41,raga_bhairavi,shared rasa karuna + shared element water,,karuna,water,decrease expressed through bhairavi,inferred_coherent
hexagram_41,raga_todi,shared rasa karuna + shared element water,,karuna,water,decrease expressed through todi,inferred_coherent
hexagram_41,raga_yaman,time-season alignment evening/autumn + direct season match autumn,evening,,,decrease expressed through yaman,inferred_coherent
hexagram_41,raga_marwa,time-season alignment evening/autumn + direct season match autumn,evening,,,decrease expressed through marwa,inferred_coherent
hexagram_41,raga_darbari,shared rasa karuna + shared element earth + time-season alignment night/autumn,night,karuna,earth,decrease expressed through darbari,inferred_coherent
hexagram_41,raga_malkauns,shared element earth + time-season alignment night/autumn,night,,earth,decrease expressed through malkauns,inferred_coherent
hexagram_41,raga_bageshri,shared element water + time-season alignment night/autumn + direct season match autumn,night,,water,decrease expressed through bageshri,inferred_coherent
hexagram_41,raga_puriya,shared rasa karuna + time-season alignment evening/autumn + direct season match autumn,evening,karuna,,decrease expressed through puriya,inferred_coherent
hexagram_41,raga_miyan_ki_malhar,shared element water,,,water,decrease expressed through miyan_ki_malhar,inferred_coherent
hexagram_41,raga_kedar,shared element earth + time-season alignment night/autumn + direct season match autumn,night,,earth,decrease expressed through kedar,inferred_coherent
hexagram_41,raga_bihag,time-season alignment night/autumn + direct season match autumn,night,,,decrease expressed through bihag,inferred_coherent
hexagram_41,raga_des,shared element water + time-season alignment night/autumn,night,,water,decrease expressed through des,inferred_coherent
hexagram_41,raga_khamaj,shared element water + time-season alignment night/autumn,night,,water,decrease expressed through khamaj,inferred_coherent
hexagram_41,raga_jaunpuri,shared rasa karuna + shared element water,,karuna,water,decrease expressed through jaunpuri,inferred_coherent
hexagram_41,raga_durga,time-season alignment night/autumn + direct season match autumn,night,,,decrease expressed through durga,inferred_coherent
hexagram_41,raga_shree,time-season alignment evening/autumn + direct season match autumn,evening,,,decrease expressed through shree,inferred_coherent
hexagram_41,raga_purvi,time-season alignment evening/autumn + direct season match autumn,evening,,,decrease expressed through purvi,inferred_coherent
hexagram_41,raga_multani,shared rasa karuna,,karuna,,decrease expressed through multani,inferred_coherent
hexagram_41,raga_bairagi,shared rasa karuna,,karuna,,decrease expressed through bairagi,inferred_coherent
hexagram_41,raga_ahir_bhairav,shared element water,,,water,decrease expressed through ahir_bhairav,inferred_coherent
hexagram_41,raga_tilak_kamod,time-season alignment night/autumn + direct season match autumn,night,,,decrease expressed through tilak_kamod,inferred_coherent
hexagram_41,raga_rageshri,time-season alignment night/autumn + direct season match autumn,night,,,decrease expressed through rageshri,inferred_coherent
hexagram_41,raga_hansadhwani,time-season alignment evening/autumn + direct season match autumn,evening,,,decrease expressed through hansadhwani,inferred_coherent
hexagram_41,raga_charukeshi,shared rasa karuna + shared element water + time-season alignment night/autumn,night,karuna,water,decrease expressed through charukeshi,inferred_coherent
hexagram_41,raga_kirwani,shared rasa karuna + shared element water + time-season alignment night/autumn,night,karuna,water,decrease expressed through kirwani,inferred_coherent
hexagram_41,raga_chandrakauns,shared element water + time-season alignment night/autumn,night,,water,decrease expressed through chandrakauns,inferred_coherent
hexagram_42,raga_bhairava,shared element fire + time-season alignment morning/spring + direct season match spring,morning,,fire,increase expressed through bhairava,inferred_coherent
hexagram_42,raga_bhimpalasi,shared element air,,,air,increase expressed through bhimpalasi,inferred_coherent
hexagram_42,raga_marwa,shared element fire,,,fire,increase expressed through marwa,inferred_coherent
hexagram_42,raga_lalit,time-season alignment dawn/spring + direct season match spring,dawn,,,increase expressed through lalit,inferred_coherent
hexagram_42,raga_bihag,shared element air,,,air,increase expressed through bihag,inferred_coherent
hexagram_42,raga_durga,shared element fire,,,fire,increase expressed through durga,inferred_coherent
hexagram_42,raga_hindol,time-season alignment morning/spring + direct season match spring,morning,,,increase expressed through hindol,inferred_coherent
hexagram_42,raga_shree,shared element fire,,,fire,increase expressed through shree,inferred_coherent
hexagram_42,raga_multani,shared element air,,,air,increase expressed through multani,inferred_coherent
hexagram_42,raga_bairagi,time-season alignment morning/spring + direct season match spring,morning,,,increase expressed through bairagi,inferred_coherent
hexagram_42,raga_ahir_bhairav,time-season alignment morning/spring + direct season match spring,morning,,,increase expressed through ahir_bhairav,inferred_coherent
hexagram_42,raga_tilak_kamod,shared element air,,,air,increase expressed through tilak_kamod,inferred_coherent
hexagram_42,raga_rageshri,shared element air,,,air,increase expressed through rageshri,inferred_coherent
hexagram_42,raga_hansadhwani,shared rasa adbhuta,,adbhuta,,increase expressed through hansadhwani,inferred_coherent
hexagram_42,raga_shankara,shared rasa adbhuta,,adbhuta,,increase expressed through shankara,inferred_coherent
hexagram_42,raga_sarang,shared element fire,,,fire,increase expressed through sarang,inferred_coherent
hexagram_43,raga_bhairava,shared rasa vira,,vira,,breakthrough expressed through bhairava,inferred_coherent
hexagram_43,raga_bhairavi,shared element water,,,water,breakthrough expressed through bhairavi,inferred_coherent
hexagram_43,raga_todi,shared element water,,,water,breakthrough expressed through todi,inferred_coherent
hexagram_43,raga_yaman,shared element ether + time-season alignment evening/autumn + direct season match autumn,evening,,ether,breakthrough expressed through yaman,inferred_coherent
hexagram_43,raga_marwa,shared rasa vira + time-season alignment evening/autumn + direct season match autumn,evening,vira,,breakthrough expressed through marwa,inferred_coherent
hexagram_43,raga_bageshri,shared element water + time-season alignment night/autumn + direct season match autumn,night,,water,breakthrough expressed through bageshri,inferred_coherent
hexagram_43,raga_puriya,shared element ether + time-season alignment evening/autumn + direct season match autumn,evening,,ether,breakthrough expressed through puriya,inferred_coherent
hexagram_43,raga_lalit,shared element ether,,,ether,breakthrough expressed through lalit,inferred_coherent
hexagram_43,raga_miyan_ki_malhar,shared rasa vira + shared element water,,vira,water,breakthrough expressed through miyan_ki_malhar,inferred_coherent
hexagram_43,raga_kedar,time-season alignment night/autumn + direct season match autumn,night,,,breakthrough expressed through kedar,inferred_coherent
hexagram_43,raga_bihag,time-season alignment night/autumn + direct season match autumn,night,,,breakthrough expressed through bihag,inferred_coherent
hexagram_43,raga_des,shared element water + time-season alignment night/autumn,night,,water,breakthrough expressed through des,inferred_coherent
hexagram_43,raga_khamaj,shared element water + time-season alignment night/autumn,night,,water,breakthrough expressed through khamaj,inferred_coherent
hexagram_43,raga_jaunpuri,shared element water,,,water,breakthrough expressed through jaunpuri,inferred_coherent
hexagram_43,raga_durga,shared rasa vira + time-season alignment night/autumn + direct season match autumn,night,vira,,breakthrough expressed through durga,inferred_coherent
hexagram_43,raga_hindol,shared element ether,,,ether,breakthrough expressed through hindol,inferred_coherent
hexagram_43,raga_shree,time-season alignment evening/autumn + direct season match autumn,evening,,,breakthrough expressed through shree,inferred_coherent
hexagram_43,raga_purvi,shared element ether + time-season alignment evening/autumn + direct season match autumn,evening,,ether,breakthrough expressed through purvi,inferred_coherent
hexagram_43,raga_bairagi,shared element ether,,,ether,breakthrough expressed through bairagi,inferred_coherent
hexagram_43,raga_ahir_bhairav,shared element water,,,water,breakthrough expressed through ahir_bhairav,inferred_coherent
hexagram_43,raga_tilak_kamod,time-season alignment night/autumn + direct season match autumn,night,,,breakthrough expressed through tilak_kamod,inferred_coherent
hexagram_43,raga_rageshri,time-season alignment night/autumn + direct season match autumn,night,,,breakthrough expressed through rageshri,inferred_coherent
hexagram_43,raga_hansadhwani,shared element ether + time-season alignment evening/autumn + direct season match autumn,evening,,ether,breakthrough expressed through hansadhwani,inferred_coherent
hexagram_43,raga_charukeshi,shared element water + time-season alignment night/autumn,night,,water,breakthrough expressed through charukeshi,inferred_coherent
hexagram_43,raga_kirwani,shared element water + time-season alignment night/autumn,night,,water,breakthrough expressed through kirwani,inferred_coherent
hexagram_43,raga_chandrakauns,shared element water + time-season alignment night/autumn,night,,water,breakthrough expressed through chandrakauns,inferred_coherent
hexagram_43,raga_shankara,shared element ether + time-season alignment night/autumn,night,,ether,breakthrough expressed through shankara,inferred_coherent
hexagram_43,raga_sarang,shared rasa vira,,vira,,breakthrough expressed through sarang,inferred_coherent
hexagram_44,raga_yaman,shared rasa shringara + shared element ether,,shringara,ether,coming to meet expressed through yaman,inferred_coherent
hexagram_44,raga_bhimpalasi,shared rasa shringara + shared element air,,shringara,air,coming to meet expressed through bhimpalasi,inferred_coherent
hexagram_44,raga_bageshri,shared rasa shringara,,shringara,,coming to meet expressed through bageshri,inferred_coherent
hexagram_44,raga_puriya,shared element ether,,,ether,coming to meet expressed through puriya,inferred_coherent
hexagram_44,raga_lalit,shared rasa shringara + shared element ether,,shringara,ether,coming to meet expressed through lalit,inferred_coherent
hexagram_44,raga_kedar,shared rasa shringara,,shringara,,coming to meet expressed through kedar,inferred_coherent
hexagram_44,raga_bihag,shared rasa shringara + shared element air,,shringara,air,coming to meet expressed through bihag,inferred_coherent
hexagram_44,raga_des,shared rasa shringara,,shringara,,coming to meet expressed through des,inferred_coherent
hexagram_44,raga_khamaj,shared rasa shringara,,shringara,,coming to meet expressed through khamaj,inferred_coherent
hexagram_44,raga_hindol,shared rasa shringara + shared element ether,,shringara,ether,coming to meet expressed through hindol,inferred_coherent
hexagram_44,raga_shree,shared rasa shringara,,shringara,,coming to meet expressed through shree,inferred_coherent
hexagram_44,raga_purvi,shared element ether,,,ether,coming to meet expressed through purvi,inferred_coherent
hexagram_44,raga_multani,shared element air,,,air,coming to meet expressed through multani,inferred_coherent
hexagram_44,raga_bairagi,shared element ether,,,ether,coming to meet expressed through bairagi,inferred_coherent
hexagram_44,raga_ahir_bhairav,shared rasa shringara,,shringara,,coming to meet expressed through ahir_bhairav,inferred_coherent
hexagram_44,raga_tilak_kamod,shared rasa shringara + shared element air,,shringara,air,coming to meet expressed through tilak_kamod,inferred_coherent
hexagram_44,raga_rageshri,shared rasa shringara + shared element air,,shringara,air,coming to meet expressed through rageshri,inferred_coherent
hexagram_44,raga_hansadhwani,shared element ether,,,ether,coming to meet expressed through hansadhwani,inferred_coherent
hexagram_44,raga_shankara,shared element ether,,,ether,coming to meet expressed through shankara,inferred_coherent
hexagram_45,raga_bhairavi,shared element water,,,water,gathering together expressed through bhairavi,inferred_coherent
hexagram_45,raga_todi,shared element water,,,water,gathering together expressed through todi,inferred_coherent
hexagram_45,raga_yaman,shared rasa shringara + time-season alignment evening/autumn + direct season match autumn,evening,shringara,,gathering together expressed through yaman,inferred_coherent
hexagram_45,raga_bhimpalasi,shared rasa shringara,,shringara,,gathering together expressed through bhimpalasi,inferred_coherent
hexagram_45,raga_marwa,time-season alignment evening/autumn + direct season match autumn,evening,,,gathering together expressed through marwa,inferred_coherent
hexagram_45,raga_darbari,shared element earth + time-season alignment night/autumn,night,,earth,gathering together expressed through darbari,inferred_coherent
hexagram_45,raga_malkauns,shared element earth + time-season alignment night/autumn,night,,earth,gathering together expressed through malkauns,inferred_coherent
hexagram_45,raga_bageshri,shared rasa shringara + shared element water + time-season alignment night/autumn + direct season match autumn,night,shringara,water,gathering together expressed through bageshri,inferred_coherent
hexagram_45,raga_puriya,time-season alignment evening/autumn + direct season match autumn,evening,,,gathering together expressed through puriya,inferred_coherent
hexagram_45,raga_lalit,shared rasa shringara,,shringara,,gathering together expressed through lalit,inferred_coherent
hexagram_45,raga_miyan_ki_malhar,shared element water,,,water,gathering together expressed through miyan_ki_malhar,inferred_coherent
hexagram_45,raga_kedar,shared rasa shringara + shared element earth + time-season alignment night/autumn + direct season match autumn,night,shringara,earth,gathering together expressed through kedar,inferred_coherent
hexagram_45,raga_bihag,shared rasa shringara + time-season alignment night/autumn + direct season match autumn,night,shringara,,gathering together expressed through bihag,inferred_coherent
hexagram_45,raga_des,shared rasa shringara + shared element water + time-season alignment night/autumn,night,shringara,water,gathering together expressed through des,inferred_coherent
hexagram_45,raga_khamaj,shared rasa shringara + shared element water + time-season alignment night/autumn,night,shringara,water,gathering together expressed through khamaj,inferred_coherent
hexagram_45,raga_jaunpuri,shared element water,,,water,gathering together expressed through jaunpuri,inferred_coherent
hexagram_45,raga_durga,time-season alignment night/autumn + direct season match autumn,night,,,gathering together expressed through durga,inferred_coherent
hexagram_45,raga_hindol,shared rasa shringara,,shringara,,gathering together expressed through hindol,inferred_coherent
